T: Gene names,LFQ intensity BZ1,LFQ intensity BZ10,LFQ intensity BZ11,LFQ intensity BZ12,LFQ intensity BZ13,LFQ intensity BZ14,LFQ intensity BZ15,LFQ intensity BZ16,LFQ intensity BZ17,LFQ intensity BZ18,LFQ intensity BZ19,LFQ intensity BZ2,LFQ intensity BZ20,LFQ intensity BZ21,LFQ intensity BZ22,LFQ intensity BZ23,LFQ intensity BZ24,LFQ intensity BZ25,LFQ intensity BZ26,LFQ intensity BZ27,LFQ intensity BZ28,LFQ intensity BZ29,LFQ intensity BZ3,LFQ intensity BZ30,LFQ intensity BZ31,LFQ intensity BZ32,LFQ intensity BZ33,LFQ intensity BZ34,LFQ intensity BZ35,LFQ intensity BZ36,LFQ intensity BZ37,LFQ intensity BZ38,LFQ intensity BZ39,LFQ intensity BZ4,LFQ intensity BZ40,LFQ intensity BZ41,LFQ intensity BZ42,LFQ intensity BZ43,LFQ intensity BZ44,LFQ intensity BZ45,LFQ intensity BZ46,LFQ intensity BZ47,LFQ intensity BZ48,LFQ intensity BZ49,LFQ intensity BZ5,LFQ intensity BZ50,LFQ intensity BZ51,LFQ intensity BZ52,LFQ intensity BZ53,LFQ intensity BZ54,LFQ intensity BZ55,LFQ intensity BZ56,LFQ intensity BZ57,LFQ intensity BZ58,LFQ intensity BZ59,LFQ intensity BZ6,LFQ intensity BZ60,LFQ intensity BZ7,LFQ intensity BZ8,LFQ intensity BZ9
PPP1R9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6056000,20374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRC2,0,2061800,5869500,5981300,2597200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPX7,0,0,0,0,0,0,0,0,0,0,0,3379000,0,0,0,0,0,0,0,0,0,0,4786700,0,0,0,0,0,0,0,0,0,0,4679400,0,0,0,0,0,0,0,0,0,0,11417000,0,0,0,0,0,0,0,0,0,0,1987800,0,0,0,0
RUFY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6301800,7908800,10918000,4962300,9462000,6909300,0,5762700,0,0,0,0,3777100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477900,13762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM129B,0,264260,3377500,16646000,23984000,22785000,24169000,22865000,20669000,13508000,13096000,0,7604100,1964200,1666100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351730,836600
YME1L1,0,0,0,0,0,0,0,0,2213500,2316100,2875000,0,3150000,4746700,2618200,5199900,3692200,7314700,3629200,4470300,4302100,7077800,0,11657000,8742500,7275000,0,0,0,0,0,0,0,0,0,0,0,5774100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540100,6457500,9940700,11576000,27747000,48521000,54653000,90097000,82480000,47789000,0,61606000,42578000,27366000,25087000,18996000,15378000,15816000,7511600,0,2895100,491080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOX2,0,0,0,1213000,4128300,2821300,4229600,3976300,2252500,1394900,0,0,0,0,0,0,2048800,2982300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14589000,256600000,0,30014000,0,0,0,0,0,0,0,0,9955500,0,18750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN2,0,0,0,0,0,0,0,0,0,0,0,681350,0,0,0,0,0,0,0,0,0,0,31333000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC62,0,0,0,0,2632900,0,4386700,5262600,7411400,7300400,7912800,0,9040800,11344000,10029000,8416400,0,5634000,6221200,11751000,11721000,14912000,0,10864000,15919000,21934000,19246000,0,10550000,12048000,11634000,15984000,10885000,0,12954000,18291000,9167000,0,0,6136400,9275500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCYT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853500,7230900,43120000,33521000,13576000,2179800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673560,0
SDF2,0,0,0,0,9058100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFDN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6146500,3367300
PARK7,0,0,0,0,1527400,888420,1233700,1207400,0,2700600,1562800,0,0,3614300,4270100,5024200,3435700,3740900,4507500,12177000,19736000,25734000,3857900,37882000,27491000,52674000,52951000,44268000,60326000,73928000,101990000,88297000,59084000,2294900,71955000,83266000,77854000,123710000,115800000,128620000,103960000,72038000,30148000,17122000,831040,6491100,6860100,3588200,0,0,0,0,0,0,0,0,0,1059700,0,0
NEU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881000,0,0,0,0,0,0,0,0,0,0,4651400,0,0,0,0,0,0,0,0,0,0,7937800,0,0,0,0,0,0,0,0,0,0,3326200,0,0,0,0
VAT1,0,196940000,194200000,235170000,257360000,129250000,86198000,63790000,67050000,59075000,47058000,0,53244000,43471000,36546000,28109000,43155000,35269000,18525000,14180000,10336000,11201000,422570,9225600,2229300,4977900,2432900,0,0,0,0,0,0,1089100,0,0,0,0,0,0,0,0,0,0,4144600,0,0,0,0,0,0,0,0,0,0,10055000,0,71212000,180800000,217410000
P2RX4,0,0,0,0,0,0,0,0,0,25459000,15667000,0,16284000,9980800,0,7722300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A13,0,0,0,0,0,0,0,0,0,0,0,6589500,0,0,0,0,0,0,0,0,0,0,22245000,0,0,9657300,12766000,16783000,9552300,0,0,0,0,9205000,0,0,0,0,0,0,0,0,0,0,5715400,0,0,0,0,0,0,0,0,0,0,3388000,0,2926500,1875500,0
TSNAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7734600,0,0,0,0,816550,895990,1720600,83428000,667150000,2257100000,231480,"38,010,999,999,999,900",5250400000,5251700000,"31,843,999,999,999,900","19,465,999,999,999,900",1354700000,971690000,780970000,870610000,766180000,224960,724060000,777200000,914230000,797010000,795780000,574430000,377780000,351560000,294590000,210020000,0,132760000,0,0,0
COPS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17331000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHC,0,0,0,0,41937000,161140000,63892000,30049000,3718200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHP1,0,0,1505700,2667900,1456700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5581800,6109800,19008000,0,11542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B10,0,63874000,53168000,68625000,58697000,45046000,38763000,30381000,36599000,34148000,25452000,0,22157000,21876000,18142000,8061900,8935800,8260200,6151600,6457600,14348000,13021000,28348000,15201000,18527000,9231200,6499300,2835800,6349700,0,6663700,5738800,0,27037000,0,0,0,0,0,0,1096200,0,0,0,45791000,0,0,0,0,0,0,0,0,0,0,125870000,0,148200000,151740000,90518000
COL12A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3924300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGMAR1,0,19258000,17404000,26198000,29892000,23178000,15694000,10253000,13660000,10279000,14163000,0,10238000,15115000,0,0,6348800,5853000,0,0,0,11570000,0,7046600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7437700,6620600,2097400,6051300,6616000,0,0,0,0,0,0,0,0,10831000,0,48407000,48220000,23642000
HNRNPAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885530,0,0,0,0,0,0,0,0,0,0,1627300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP1L4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892850,0,0,0,0,0,0,0,0,0,0,9590700,0,0,0,0,0,0,0,0,0,0,6203400,0,0,0,0,0,0,0,0,0,0,4923000,0,3693900,3640200,1923100
NAPG,0,0,0,0,0,0,0,0,0,0,0,0,0,8149800,7992400,5214800,4982700,3881800,0,0,0,0,9494700,0,0,0,0,0,0,0,0,0,0,4109900,0,0,0,0,0,0,0,0,0,0,1320700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5673600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPEP,0,0,0,988890,890420,821560,1851800,6576400,19041000,20141000,6183100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20069000,0,0,0,0,0,0,0,0,0,0,2621600,0,0,0,0,0,0,0,0,0,0,1034200,0,0,0,0
ACO2,0,108420000,56208000,43782000,30401000,21917000,19782000,14968000,17324000,16469000,13685000,0,14017000,11644000,7289800,8138000,3960900,7412400,3494000,914170,1872300,852110,0,834180,0,0,0,0,0,0,0,0,0,522600,0,0,0,0,0,0,0,0,0,0,58349000,3389100,0,0,0,0,0,0,0,0,0,169850000,0,392030000,252450000,305120000
TM9SF2,0,6961200,23110000,71364000,72449000,18963000,9029400,0,6794400,5253300,5200600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COQ7,0,1914600,0,1352100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11252000,0,0,0,0,0,9366100,0,0,0,0,0,0,0,0,0,1839200,0,0,0,0,0,0,0,0,0,0,2980100,0,3279900,0,1460500
SLC29A1,0,0,0,0,5966900,4346700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284200,0,0,0,0,0,0,0,0,0,0,6921000,0,0,0,0,0,0,0,0,0,0,3641800,0,578830,0,0
CCT7,0,6505900,5226400,4403700,0,789220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10393000,50842000,86380000,16757000,0,10575000,0,0,0,0,0,0,0,0,0,0,5219800,0,0,0,0,0,0,0,0,0,0,4650100,0,4903300,5360600,6918700
PRMT1,0,2893400,2480300,2594100,967800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400900,2529700
SH3GL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15436000,0,0,0,0,0,0,0,0,0,0,8032800,0,0,0,0,0,0,0,0,0,0,3211200,0,2298800,0,0
NIPSNAP1,0,12056000,10094000,17800000,12518000,15080000,12251000,13172000,9561900,13089000,9785400,0,12425000,9255700,9053800,14806000,12350000,12314000,10614000,15112000,17105000,20096000,13104000,17698000,15636000,0,0,11634000,0,0,0,9479500,9907500,1334400,0,13251000,7315100,0,7329300,7178400,0,6767800,7475900,10083000,6080000,14441000,12536000,12869000,13364000,12765000,0,0,0,0,0,26125000,0,59492000,28218000,16331000
ARPC5L,0,0,0,0,0,0,0,0,0,0,0,0,0,4733300,9519700,11711000,11355000,12139000,8040800,7864200,4731300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICU1,0,5410200,3977000,5856400,4305400,6234600,4231000,3674000,3226200,3438800,3981600,0,3565300,3005300,3380200,6800100,0,0,0,3910200,0,0,0,6194500,0,5447300,0,0,4417500,0,0,0,0,0,0,0,0,0,0,4377000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009400,5912700,6992200
MRPL34,0,0,0,0,0,0,0,0,0,0,0,3306600,0,0,0,0,0,0,0,0,0,0,4640900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062700,21805000,34928000,49937000,0,37876000,42026000,30212000,0,12405000,0,0,0,0,0,0,0,0,0,0
ELAC2,0,1780100,0,2176700,4392600,4459900,0,0,3650800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228300,4292600
MACROD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5125500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECSIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8287300,5471000,7067100,0,0,0,7895600,16591000,12881000,0,0,0,0,0,0,0,10389000,7695400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12242000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9590600,0,0,0,0,0,0,0,0,0,0,8276800,0,5543000,0,0
VKORC1,0,9678400,9116900,10573000,10184000,11778000,11946000,0,0,7666400,9901000,0,9557400,11899000,8777700,8570000,11235000,9108700,5572500,10536000,9643100,11272000,0,12597000,7265100,16036000,13037000,9567900,9752700,0,14524000,0,9745400,10065000,9545300,7940000,0,0,0,0,0,0,0,0,27661000,0,0,0,0,0,0,0,0,0,0,27381000,0,31194000,21346000,10696000
MRPL57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8508100,23775000,22705000,42059000,87991000,112360000,0,84434000,46106000,89703000,61242000,58015000,33194000,66602000,68462000,53439000,43488000,0,38309000,0,0,0
TUBA1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL2,0,1599000,2362200,1588400,1414700,0,2605500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22235000,0,0,0,0,0,0,0,0,0,0,5525200,0,0,0,0,0,0,0,0,0,0,5819600,0,0,0,0,0,0,0,0,0,0,4902200,0,4266600,2921300,2163800
TMEM47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928700,0,0,0,0,0,0,0,0,0,0,3792300,0,5497900,3820800,1839400
MGME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640600,0,0,0,0,0,0,0,0,0,0,1196200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYCO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717470,0,15924000,67677000,9620200,625140,1688200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO1B,0,1004300,961770,1069400,0,8304400,23433000,19369000,16752000,3486200,0,0,0,0,0,0,0,0,0,0,0,0,423200,0,0,0,0,0,0,0,0,0,0,1765800,0,0,0,0,0,0,0,0,0,0,1802500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNDC17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8087500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPPED1,0,0,0,2684000,5379700,4558800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6027800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18484000,39444000,65846000,108110000,0,70125000,69776000,42047000,44312000,28376000,29536000,32045000,35944000,26876000,23880000,0,0,0,0,0
SDF4,0,2623600,0,0,0,0,0,0,1220100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680100,0,0,0,0,0,0,0,0,0,0,4466400,0,6657300,5585700,2312200
WIBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101800,11424000,19820000,43843000,39149000,39994000,24346000,23041000,0,27123000,22767000,13839000,11396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIFM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10880000,0,0,0,0,0,0,0,0,0,0,2792000,0,0,0,0,0,0,0,0,0,0,2281100,0,0,0,0,0,0,0,0,0,0,2763700,0,2453100,1357900,0
ADPGK,0,6061900,2734400,1473000,3186000,3772900,1841800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148800,0,0,0,0,0,0,0,0,0,0,2316300,0,0,0,0,0,0,0,0,0,0,5875400,0,0,0,0,0,0,0,0,0,0,7110300,0,13054000,18380000,13041000
UQCC2,0,0,0,2093800,5442300,5214300,7715800,6651800,4996700,3769300,0,0,0,0,0,0,0,0,0,0,0,0,5844900,0,0,0,0,0,0,0,0,0,0,3820200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM213A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP44,0,2540200,4258200,3771200,1752000,722060,0,0,0,0,0,0,0,0,0,0,1883200,0,3259900,2406700,0,1666300,68571000,1490900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083800,0,0,0,0,0,0,0,0,0,0,1434100,0,794110,1886700,2632000
NIPSNAP3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628000,0,6639300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7342500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTPCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5641500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C19orf52,0,0,0,0,0,0,0,0,1380400,8196200,56348000,0,88660000,52151000,50843000,30988000,22907000,14943000,7028000,8771100,2495800,2624700,0,4016800,0,0,0,0,0,0,0,0,0,0,0,0,0,2143800,3758900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17231000,0,0,0,0,0,0,0,0,0,0,10980000,0,0,0,0,0,0,0,0,0,0,2218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDHD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12191000,0,0,0,0,0,0,0,0,0,0,3269100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESYT1,0,0,0,0,0,0,0,0,0,0,0,0,0,5022000,12658000,20003000,56749000,125640000,98061000,76138000,50578000,40531000,0,30107000,22828000,34877000,48391000,46155000,43189000,62240000,52003000,51150000,22228000,0,21720000,24848000,6786300,14649000,16862000,15248000,18465000,6417500,15041000,20850000,0,22987000,18432000,22686000,7307200,13095000,6786900,5792300,7404000,0,0,0,0,0,0,0
MARVELD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8734500,0,12218000,0,0
YIPF4,0,0,0,0,0,0,10769000,11273000,9487700,11148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNPY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399100,0,0,0,0,0,0,0,0,0,0,1137500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG1,0,5777000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5715000,0,5527100,14469000,10375000
ALKBH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INPP5K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26610000,38725000,21702000,0,10957000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCUN1D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14485000,0,0,0,33255000,211710000,297040000,45050000,21108000,0,0,0,17411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANP32E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
